Rank,Country/Territory,Name,Date,Points Accumulated
56,TPE,Li Zi Qing,2019-11-12,"13,590"
57,CHN,Huang Jia,2019-11-12,"12,850"
58,INA,Ni Ketut Mahadewi Istarani,2019-11-12,"12,780"
59,KOR,Kim Hye Jeong,2019-11-12,"12,120"
60,SUI,Nadia Fankhauser,2019-11-12,"11,770"
61,GER,Eva Janssens,2019-11-12,"10,800"
62,USA,Ariel Lee,2019-11-12,"10,500"
63,TPE,Kuo Yu Wen,2019-11-12,"10,480"
64,MAS,Anna Ching Yik Cheong,2019-11-12,"10,170"
65,THA,Chasinee Korepap,2019-11-12,"10,110"
66,CHN,Chen Xiao Fei,2019-11-12,"10,040"
67,RUS,Anastasiia Akchurina,2019-11-12,"9,940"
68,JPN,Erina Honda,2019-11-12,"9,810"
69,JPN,Miki Kashihara,2019-11-12,"9,750"
70,MAS,Tan Pearly,2019-11-12,"9,650"
71,SWE,Emma Karlsson,2019-11-12,"9,440"
72,INA,Della Destiara Haris,2019-11-12,"8,570"
73,USA,Emily Kan,2019-11-12,"8,520"
74,THA,Nattamon Laisuan,2019-11-12,"8,290"
75,INA,Febriana Dwipuji Kusuma,2019-11-12,"7,960"
76,JPN,Rin Iwanaga,2019-11-12,"7,710"
77,TPE,Liu Chiao-Yun,2019-11-12,"7,630"
78,CHN,Cao Tong Wei,2019-11-12,"7,450"
79,IND,Aparna Balan,2019-11-12,"7,280"
80,JPN,Chisato Hoshi,2019-11-12,"7,250"
81,INA,Nadya Melati,2019-11-12,"6,910"
82,GER,Annabella Jaeger,2019-11-12,"6,810"
83,IND,Aparna Balan,2019-11-12,"6,710"
84,CHN,Chen Ying Ying,2019-11-12,"6,600"
85,CAN,Catherine Choi,2019-11-12,"6,540"
86,DEN,Amalie Magelund,2019-11-12,"6,440"
87,JPN,Saori Ozaki,2019-11-12,"6,360"
87,CHN,Gao Zi Yao,2019-11-12,"6,360"
89,INA,Nita Violina Marwah,2019-11-12,"6,350"
90,EGY,Doha Hany,2019-11-12,"6,260"
91,TPE,Chiang Kai Hsin,2019-11-12,"6,150"
91,CHN,Chen Long Zhu,2019-11-12,"6,150"
93,DEN,Julie Finne-Ipsen,2019-11-12,"5,990"
94,THA,Pacharapun Chochuwong,2019-11-12,"5,820"
95,HKG,Fan Ka Yan,2019-11-12,"5,760"
96,CHN,Huang Jia,2019-11-12,"5,520"
97,ITA,Silvia Garino,2019-11-12,"5,450"
98,KOR,Jeong Na Eun,2019-11-12,"5,250"
99,CHN,Chen Fang Hui,2019-11-12,"5,140"
99,KOR,Jang Eun Seo,2019-11-12,"5,140"
1,JPN,Yuki Fukushima,2019-10-08,"82,740"
2,JPN,Misaki Matsutomo,2019-10-08,"81,520"
3,JPN,Mayu Matsumoto,2019-10-08,"80,280"
4,KOR,Kim So Yeong,2019-10-08,"78,670"
5,INA,Greysia Polii,2019-10-08,"74,080"
6,CHN,Chen Qing Chen,2019-10-08,"71,450"
7,CHN,Du Yue,2019-10-08,"63,080"
8,THA,Jongkolphan Kititharakul,2019-10-08,"62,340"
9,CHN,Li Wen Mei,2019-10-08,"57,160"
10,JPN,Nami Matsuyama,2019-10-08,"56,770"
11,CHN,Liu Xuan Xuan,2019-10-08,"50,850"
12,JPN,Ayako Sakuramoto,2019-10-08,"49,840"
13,CHN,Dong Wen Jing,2019-10-08,"48,070"
14,TPE,Hsu Ya Ching,2019-10-08,"47,660"
15,KOR,Lee So Hee,2019-10-08,"46,040"
16,THA,Puttita Supajirakul,2019-10-08,"44,990"
17,MAS,Chow Mei Kuan,2019-10-08,"42,780"
18,JPN,Shiho Tanaka,2019-10-08,"41,430"
19,IND,Ashwini Ponnappa,2019-10-08,"41,070"
20,MAS,Vivian Hoo,2019-10-08,"38,640"
21,RUS,Ekaterina Malkova,2019-10-08,"38,200"
22,BUL,Gabriela Stoeva,2019-10-08,"37,220"
23,KOR,Chang Ye Na,2019-10-08,"35,740"
24,THA,Chayanit Chaladchalam,2019-10-08,"35,500"
25,KOR,Chang Ye Na,2019-10-08,"34,550"
26,INA,Yulfira Barkah,2019-10-08,"33,270"
27,FRA,Emilie Lefel,2019-10-08,"32,930"
28,FRA,Delphine Delrue,2019-10-08,"31,890"
29,AUS,Setyana Mapasa,2019-10-08,"31,200"
30,TPE,Chang Ching Hui,2019-10-08,"30,910"
31,ENG,Chloe Birch,2019-10-08,"28,980"
32,CAN,Rachel Honderich,2019-10-08,"28,930"
33,INA,Ni Ketut Mahadewi Istarani,2019-10-08,"28,770"
34,KOR,Baek Ha Na,2019-10-08,"28,440"
35,INA,Della Destiara Haris,2019-10-08,"27,030"
36,HKG,Ng Wing Yung,2019-10-08,"26,980"
37,NED,Selena Piek,2019-10-08,"26,930"
38,KOR,Baek Ha Na,2019-10-08,"26,650"
39,HKG,Ng Tsz Yau,2019-10-08,"25,600"
40,GER,Linda Efler,2019-10-08,"22,440"
41,TPE,Cheng Chi Ya,2019-10-08,"19,950"
42,INA,Siti Fadia Silva Ramadhanti,2019-10-08,"19,050"
43,INA,Agatha Imanuela,2019-10-08,"18,710"
44,INA,Della Destiara Haris,2019-10-08,"17,640"
45,CHN,Chen Lu,2019-10-08,"16,450"
46,GER,Johanna Käpplein,2019-10-08,"15,920"
47,DEN,Maiken Fruergaard,2019-10-08,"15,680"
48,IND,Pooja Dandu,2019-10-08,"15,420"
49,INA,Anggia Shitta Awanda,2019-10-08,"14,730"
50,CHN,Chen Xiao Fei,2019-10-08,"14,330"
51,JPN,Akane Araki,2019-10-08,"14,210"
52,IND,Jakkampudi Meghana,2019-10-08,"13,770"
53,TPE,Pai Yu Po,2019-10-08,"13,730"
54,TPE,Li Zi Qing,2019-10-08,"13,590"
55,DEN,Alexandra Bøje,2019-10-08,"12,840"
56,INA,Ni Ketut Mahadewi Istarani,2019-10-08,"12,780"
57,KOR,Kim Hye Jeong,2019-10-08,"12,120"
58,JPN,Sayaka Hobara,2019-10-08,"10,660"
59,THA,Chasinee Korepap,2019-10-08,"10,110"
60,CHN,Chen Xiao Fei,2019-10-08,"10,040"
61,JPN,Erina Honda,2019-10-08,"9,810"
62,JPN,Miki Kashihara,2019-10-08,"9,750"
63,INA,Della Destiara Haris,2019-10-08,"8,570"
64,CHN,Huang Jia,2019-10-08,"8,530"
65,USA,Emily Kan,2019-10-08,"8,520"
66,THA,Nattamon Laisuan,2019-10-08,"8,290"
67,INA,Febriana Dwipuji Kusuma,2019-10-08,"7,960"
68,USA,Ariel Lee,2019-10-08,"7,840"
69,TPE,Kuo Yu Wen,2019-10-08,"7,730"
70,CHN,Cao Tong Wei,2019-10-08,"7,450"
71,MAS,Anna Ching Yik Cheong,2019-10-08,"7,420"
72,GER,Eva Janssens,2019-10-08,"7,400"
73,IND,Aparna Balan,2019-10-08,"7,280"
74,JPN,Chisato Hoshi,2019-10-08,"7,250"
75,INA,Nadya Melati,2019-10-08,"6,910"
76,IND,Aparna Balan,2019-10-08,"6,710"
77,CHN,Chen Ying Ying,2019-10-08,"6,600"
78,CAN,Catherine Choi,2019-10-08,"6,540"
79,SUI,Nadia Fankhauser,2019-10-08,"6,530"
80,JPN,Saori Ozaki,2019-10-08,"6,360"
80,CHN,Gao Zi Yao,2019-10-08,"6,360"
82,TPE,Chiang Kai Hsin,2019-10-08,"6,150"
82,CHN,Chen Long Zhu,2019-10-08,"6,150"
84,THA,Pacharapun Chochuwong,2019-10-08,"5,820"
85,CHN,Huang Jia,2019-10-08,"5,520"
86,ITA,Silvia Garino,2019-10-08,"5,450"
87,KOR,Jeong Na Eun,2019-10-08,"5,250"
88,CHN,Chen Fang Hui,2019-10-08,"5,140"
88,KOR,Jang Eun Seo,2019-10-08,"5,140"
90,GER,Annabella Jaeger,2019-10-08,"4,700"
91,INA,Nita Violina Marwah,2019-10-08,"4,680"
92,SWE,Emma Karlsson,2019-10-08,"4,670"
93,INA,Virni Putri,2019-10-08,"4,460"
94,DEN,Alexandra Bøje,2019-10-08,"4,420"
95,INA,Yulfira Barkah,2019-10-08,"4,320"
96,JPN,Natsu Saito,2019-10-08,"4,220"
97,HKG,Fan Ka Yan,2019-10-08,"4,090"
98,THA,Suchanya Kanchanasaka,2019-10-08,"4,040"
98,SCO,Julie Macpherson,2019-10-08,"4,040"
100,THA,Natchpapha Chatupornkarnchana,2019-10-08,"3,890"
1,JPN,Yuki Fukushima,2019-11-05,"98,140"
2,JPN,Mayu Matsumoto,2019-11-05,"95,680"
3,KOR,Kim So Yeong,2019-11-05,"94,070"
4,JPN,Misaki Matsutomo,2019-11-05,"88,500"
5,CHN,Chen Qing Chen,2019-11-05,"86,850"
6,INA,Greysia Polii,2019-11-05,"82,720"
7,THA,Jongkolphan Kititharakul,2019-11-05,"76,930"
8,CHN,Du Yue,2019-11-05,"74,400"
9,CHN,Liu Xuan Xuan,2019-11-05,"66,720"
10,CHN,Li Wen Mei,2019-11-05,"66,380"
11,KOR,Lee So Hee,2019-11-05,"63,090"
12,TPE,Hsu Ya Ching,2019-11-05,"59,120"
13,JPN,Ayako Sakuramoto,2019-11-05,"56,820"
14,JPN,Nami Matsuyama,2019-11-05,"56,770"
15,CHN,Dong Wen Jing,2019-11-05,"55,050"
16,THA,Puttita Supajirakul,2019-11-05,"53,700"
17,BUL,Gabriela Stoeva,2019-11-05,"51,430"
18,MAS,Chow Mei Kuan,2019-11-05,"51,420"
19,IND,Ashwini Ponnappa,2019-11-05,"46,390"
20,MAS,Vivian Hoo,2019-11-05,"45,620"
21,RUS,Ekaterina Malkova,2019-11-05,"44,710"
22,KOR,Chang Ye Na,2019-11-05,"44,450"
23,KOR,Baek Ha Na,2019-11-05,"42,100"
24,JPN,Shiho Tanaka,2019-11-05,"41,430"
25,FRA,Emilie Lefel,2019-11-05,"41,200"
26,ENG,Chloe Birch,2019-11-05,"40,270"
27,FRA,Delphine Delrue,2019-11-05,"40,240"
28,NED,Selena Piek,2019-11-05,"38,600"
29,THA,Chayanit Chaladchalam,2019-11-05,"35,500"
30,GER,Linda Efler,2019-11-05,"35,460"
31,KOR,Chang Ye Na,2019-11-05,"34,550"
32,CAN,Rachel Honderich,2019-11-05,"34,250"
33,AUS,Setyana Mapasa,2019-11-05,"33,950"
34,INA,Yulfira Barkah,2019-11-05,"33,270"
35,TPE,Chang Ching Hui,2019-11-05,"32,580"
36,INA,Della Destiara Haris,2019-11-05,"31,930"
37,TPE,Cheng Chi Ya,2019-11-05,"30,130"
38,HKG,Ng Tsz Yau,2019-11-05,"29,450"
39,INA,Ni Ketut Mahadewi Istarani,2019-11-05,"28,770"
40,HKG,Ng Wing Yung,2019-11-05,"28,650"
41,KOR,Baek Ha Na,2019-11-05,"26,650"
42,DEN,Maiken Fruergaard,2019-11-05,"24,850"
43,INA,Siti Fadia Silva Ramadhanti,2019-11-05,"22,900"
44,INA,Agatha Imanuela,2019-11-05,"18,710"
45,IND,Pooja Dandu,2019-11-05,"18,000"
46,INA,Della Destiara Haris,2019-11-05,"17,640"
47,DEN,Alexandra Bøje,2019-11-05,"17,610"
48,CHN,Chen Xiao Fei,2019-11-05,"16,910"
49,CHN,Chen Lu,2019-11-05,"16,450"
50,GER,Johanna Käpplein,2019-11-05,"15,920"
51,IND,Jakkampudi Meghana,2019-11-05,"15,440"
52,INA,Anggia Shitta Awanda,2019-11-05,"14,730"
53,JPN,Akane Araki,2019-11-05,"14,210"
54,TPE,Pai Yu Po,2019-11-05,"13,730"
55,JPN,Sayaka Hobara,2019-11-05,"13,690"
56,TPE,Li Zi Qing,2019-11-05,"13,590"
57,CHN,Huang Jia,2019-11-05,"12,850"
58,INA,Ni Ketut Mahadewi Istarani,2019-11-05,"12,780"
59,KOR,Kim Hye Jeong,2019-11-05,"12,120"
60,SUI,Nadia Fankhauser,2019-11-05,"11,770"
61,GER,Eva Janssens,2019-11-05,"10,800"
62,USA,Ariel Lee,2019-11-05,"10,500"
63,TPE,Kuo Yu Wen,2019-11-05,"10,480"
64,MAS,Anna Ching Yik Cheong,2019-11-05,"10,170"
65,THA,Chasinee Korepap,2019-11-05,"10,110"
66,CHN,Chen Xiao Fei,2019-11-05,"10,040"
67,RUS,Anastasiia Akchurina,2019-11-05,"9,940"
68,JPN,Erina Honda,2019-11-05,"9,810"
69,JPN,Miki Kashihara,2019-11-05,"9,750"
70,MAS,Tan Pearly,2019-11-05,"9,650"
71,SWE,Emma Karlsson,2019-11-05,"9,440"
72,INA,Della Destiara Haris,2019-11-05,"8,570"
73,USA,Emily Kan,2019-11-05,"8,520"
74,THA,Nattamon Laisuan,2019-11-05,"8,290"
75,INA,Febriana Dwipuji Kusuma,2019-11-05,"7,960"
76,JPN,Rin Iwanaga,2019-11-05,"7,710"
77,TPE,Liu Chiao-Yun,2019-11-05,"7,630"
78,CHN,Cao Tong Wei,2019-11-05,"7,450"
79,IND,Aparna Balan,2019-11-05,"7,280"
80,JPN,Chisato Hoshi,2019-11-05,"7,250"
81,INA,Nadya Melati,2019-11-05,"6,910"
82,GER,Annabella Jaeger,2019-11-05,"6,810"
83,IND,Aparna Balan,2019-11-05,"6,710"
84,CHN,Chen Ying Ying,2019-11-05,"6,600"
85,CAN,Catherine Choi,2019-11-05,"6,540"
86,DEN,Amalie Magelund,2019-11-05,"6,440"
87,JPN,Saori Ozaki,2019-11-05,"6,360"
87,CHN,Gao Zi Yao,2019-11-05,"6,360"
89,INA,Nita Violina Marwah,2019-11-05,"6,350"
90,TPE,Chiang Kai Hsin,2019-11-05,"6,150"
90,CHN,Chen Long Zhu,2019-11-05,"6,150"
92,DEN,Julie Finne-Ipsen,2019-11-05,"5,990"
93,THA,Pacharapun Chochuwong,2019-11-05,"5,820"
94,HKG,Fan Ka Yan,2019-11-05,"5,760"
95,CHN,Huang Jia,2019-11-05,"5,520"
96,ITA,Silvia Garino,2019-11-05,"5,450"
97,KOR,Jeong Na Eun,2019-11-05,"5,250"
98,CHN,Chen Fang Hui,2019-11-05,"5,140"
98,KOR,Jang Eun Seo,2019-11-05,"5,140"
98,ENG,Jenny Mairs,2019-11-05,"5,140"
1,JPN,Yuki Fukushima,2019-10-15,"82,740"
2,JPN,Misaki Matsutomo,2019-10-15,"81,520"
3,JPN,Mayu Matsumoto,2019-10-15,"80,280"
4,KOR,Kim So Yeong,2019-10-15,"78,670"
5,INA,Greysia Polii,2019-10-15,"74,080"
6,CHN,Chen Qing Chen,2019-10-15,"71,450"
7,CHN,Du Yue,2019-10-15,"63,080"
8,THA,Jongkolphan Kititharakul,2019-10-15,"62,340"
9,CHN,Li Wen Mei,2019-10-15,"57,160"
10,JPN,Nami Matsuyama,2019-10-15,"56,770"
11,CHN,Liu Xuan Xuan,2019-10-15,"50,850"
12,JPN,Ayako Sakuramoto,2019-10-15,"49,840"
13,CHN,Dong Wen Jing,2019-10-15,"48,070"
14,TPE,Hsu Ya Ching,2019-10-15,"47,660"
15,KOR,Lee So Hee,2019-10-15,"46,040"
16,THA,Puttita Supajirakul,2019-10-15,"44,990"
17,MAS,Chow Mei Kuan,2019-10-15,"42,780"
18,BUL,Gabriela Stoeva,2019-10-15,"42,720"
19,RUS,Ekaterina Malkova,2019-10-15,"42,050"
20,JPN,Shiho Tanaka,2019-10-15,"41,430"
21,IND,Ashwini Ponnappa,2019-10-15,"41,070"
22,MAS,Vivian Hoo,2019-10-15,"38,640"
23,KOR,Chang Ye Na,2019-10-15,"35,740"
24,THA,Chayanit Chaladchalam,2019-10-15,"35,500"
25,FRA,Delphine Delrue,2019-10-15,"34,920"
26,KOR,Chang Ye Na,2019-10-15,"34,550"
27,FRA,Emilie Lefel,2019-10-15,"34,220"
28,INA,Yulfira Barkah,2019-10-15,"33,270"
29,AUS,Setyana Mapasa,2019-10-15,"31,200"
30,TPE,Chang Ching Hui,2019-10-15,"30,910"
31,ENG,Chloe Birch,2019-10-15,"30,270"
32,NED,Selena Piek,2019-10-15,"29,960"
33,CAN,Rachel Honderich,2019-10-15,"28,930"
34,INA,Ni Ketut Mahadewi Istarani,2019-10-15,"28,770"
35,KOR,Baek Ha Na,2019-10-15,"28,440"
36,INA,Della Destiara Haris,2019-10-15,"27,030"
37,HKG,Ng Wing Yung,2019-10-15,"26,980"
38,KOR,Baek Ha Na,2019-10-15,"26,650"
39,GER,Linda Efler,2019-10-15,"26,290"
40,HKG,Ng Tsz Yau,2019-10-15,"25,600"
41,TPE,Cheng Chi Ya,2019-10-15,"22,060"
42,INA,Siti Fadia Silva Ramadhanti,2019-10-15,"19,050"
43,INA,Agatha Imanuela,2019-10-15,"18,710"
44,INA,Della Destiara Haris,2019-10-15,"17,640"
45,IND,Pooja Dandu,2019-10-15,"16,710"
46,CHN,Chen Lu,2019-10-15,"16,450"
47,GER,Johanna Käpplein,2019-10-15,"15,920"
48,DEN,Maiken Fruergaard,2019-10-15,"15,680"
49,CHN,Chen Xiao Fei,2019-10-15,"15,620"
50,DEN,Alexandra Bøje,2019-10-15,"14,950"
51,INA,Anggia Shitta Awanda,2019-10-15,"14,730"
52,JPN,Akane Araki,2019-10-15,"14,210"
53,IND,Jakkampudi Meghana,2019-10-15,"13,770"
54,TPE,Pai Yu Po,2019-10-15,"13,730"
55,JPN,Sayaka Hobara,2019-10-15,"13,690"
56,TPE,Li Zi Qing,2019-10-15,"13,590"
57,INA,Ni Ketut Mahadewi Istarani,2019-10-15,"12,780"
58,KOR,Kim Hye Jeong,2019-10-15,"12,120"
59,THA,Chasinee Korepap,2019-10-15,"10,110"
60,CHN,Chen Xiao Fei,2019-10-15,"10,040"
61,CHN,Huang Jia,2019-10-15,"9,820"
62,JPN,Erina Honda,2019-10-15,"9,810"
63,JPN,Miki Kashihara,2019-10-15,"9,750"
64,GER,Eva Janssens,2019-10-15,"8,690"
65,INA,Della Destiara Haris,2019-10-15,"8,570"
66,USA,Emily Kan,2019-10-15,"8,520"
67,THA,Nattamon Laisuan,2019-10-15,"8,290"
68,INA,Febriana Dwipuji Kusuma,2019-10-15,"7,960"
69,USA,Ariel Lee,2019-10-15,"7,840"
70,SUI,Nadia Fankhauser,2019-10-15,"7,820"
71,TPE,Kuo Yu Wen,2019-10-15,"7,730"
72,JPN,Rin Iwanaga,2019-10-15,"7,710"
73,CHN,Cao Tong Wei,2019-10-15,"7,450"
74,MAS,Anna Ching Yik Cheong,2019-10-15,"7,420"
75,IND,Aparna Balan,2019-10-15,"7,280"
76,JPN,Chisato Hoshi,2019-10-15,"7,250"
77,INA,Nadya Melati,2019-10-15,"6,910"
78,MAS,Tan Pearly,2019-10-15,"6,900"
79,SWE,Emma Karlsson,2019-10-15,"6,780"
80,IND,Aparna Balan,2019-10-15,"6,710"
81,CHN,Chen Ying Ying,2019-10-15,"6,600"
82,CAN,Catherine Choi,2019-10-15,"6,540"
83,CHN,Gao Zi Yao,2019-10-15,"6,360"
83,JPN,Saori Ozaki,2019-10-15,"6,360"
85,CHN,Chen Long Zhu,2019-10-15,"6,150"
85,TPE,Chiang Kai Hsin,2019-10-15,"6,150"
87,THA,Pacharapun Chochuwong,2019-10-15,"5,820"
88,CHN,Huang Jia,2019-10-15,"5,520"
89,ITA,Silvia Garino,2019-10-15,"5,450"
90,KOR,Jeong Na Eun,2019-10-15,"5,250"
91,KOR,Jang Eun Seo,2019-10-15,"5,140"
91,CHN,Chen Fang Hui,2019-10-15,"5,140"
93,GER,Annabella Jaeger,2019-10-15,"4,700"
94,INA,Nita Violina Marwah,2019-10-15,"4,680"
95,INA,Virni Putri,2019-10-15,"4,460"
96,DEN,Alexandra Bøje,2019-10-15,"4,420"
97,INA,Yulfira Barkah,2019-10-15,"4,320"
98,RUS,Anastasiia Akchurina,2019-10-15,"4,250"
99,JPN,Natsu Saito,2019-10-15,"4,220"
100,HKG,Fan Ka Yan,2019-10-15,"4,090"
1,JPN,Yuki Fukushima,2019-10-29,"98,140"
2,JPN,Mayu Matsumoto,2019-10-29,"95,680"
3,KOR,Kim So Yeong,2019-10-29,"94,070"
4,JPN,Misaki Matsutomo,2019-10-29,"88,500"
5,CHN,Chen Qing Chen,2019-10-29,"86,850"
6,INA,Greysia Polii,2019-10-29,"82,720"
7,THA,Jongkolphan Kititharakul,2019-10-29,"70,980"
8,CHN,Du Yue,2019-10-29,"67,400"
9,KOR,Lee So Hee,2019-10-29,"63,090"
10,CHN,Li Wen Mei,2019-10-29,"61,480"
11,CHN,Liu Xuan Xuan,2019-10-29,"61,220"
12,JPN,Ayako Sakuramoto,2019-10-29,"56,820"
13,JPN,Nami Matsuyama,2019-10-29,"56,770"
14,TPE,Hsu Ya Ching,2019-10-29,"56,370"
15,CHN,Dong Wen Jing,2019-10-29,"55,050"
16,THA,Puttita Supajirakul,2019-10-29,"53,700"
17,BUL,Gabriela Stoeva,2019-10-29,"51,430"
18,MAS,Chow Mei Kuan,2019-10-29,"51,420"
19,IND,Ashwini Ponnappa,2019-10-29,"46,390"
20,MAS,Vivian Hoo,2019-10-29,"45,620"
21,RUS,Ekaterina Malkova,2019-10-29,"44,710"
22,KOR,Chang Ye Na,2019-10-29,"44,450"
23,KOR,Baek Ha Na,2019-10-29,"42,100"
24,JPN,Shiho Tanaka,2019-10-29,"41,430"
25,FRA,Emilie Lefel,2019-10-29,"41,200"
26,FRA,Delphine Delrue,2019-10-29,"40,240"
27,NED,Selena Piek,2019-10-29,"38,600"
28,ENG,Chloe Birch,2019-10-29,"35,590"
29,THA,Chayanit Chaladchalam,2019-10-29,"35,500"
30,KOR,Chang Ye Na,2019-10-29,"34,550"
31,CAN,Rachel Honderich,2019-10-29,"34,250"
32,INA,Yulfira Barkah,2019-10-29,"33,270"
33,GER,Linda Efler,2019-10-29,"31,610"
34,AUS,Setyana Mapasa,2019-10-29,"31,200"
35,TPE,Chang Ching Hui,2019-10-29,"30,910"
36,INA,Ni Ketut Mahadewi Istarani,2019-10-29,"28,770"
37,TPE,Cheng Chi Ya,2019-10-29,"27,380"
38,INA,Della Destiara Haris,2019-10-29,"27,030"
39,HKG,Ng Wing Yung,2019-10-29,"26,980"
40,KOR,Baek Ha Na,2019-10-29,"26,650"
41,HKG,Ng Tsz Yau,2019-10-29,"25,600"
42,DEN,Maiken Fruergaard,2019-10-29,"21,000"
43,INA,Siti Fadia Silva Ramadhanti,2019-10-29,"19,050"
44,INA,Agatha Imanuela,2019-10-29,"18,710"
45,INA,Della Destiara Haris,2019-10-29,"17,640"
46,DEN,Alexandra Bøje,2019-10-29,"17,610"
47,IND,Pooja Dandu,2019-10-29,"16,710"
48,CHN,Chen Lu,2019-10-29,"16,450"
49,GER,Johanna Käpplein,2019-10-29,"15,920"
50,CHN,Chen Xiao Fei,2019-10-29,"15,620"
51,INA,Anggia Shitta Awanda,2019-10-29,"14,730"
52,JPN,Akane Araki,2019-10-29,"14,210"
53,IND,Jakkampudi Meghana,2019-10-29,"13,770"
54,TPE,Pai Yu Po,2019-10-29,"13,730"
55,JPN,Sayaka Hobara,2019-10-29,"13,690"
56,TPE,Li Zi Qing,2019-10-29,"13,590"
57,INA,Ni Ketut Mahadewi Istarani,2019-10-29,"12,780"
58,KOR,Kim Hye Jeong,2019-10-29,"12,120"
59,USA,Ariel Lee,2019-10-29,"10,500"
60,SUI,Nadia Fankhauser,2019-10-29,"10,480"
61,THA,Chasinee Korepap,2019-10-29,"10,110"
62,CHN,Chen Xiao Fei,2019-10-29,"10,040"
63,CHN,Huang Jia,2019-10-29,"9,820"
64,JPN,Erina Honda,2019-10-29,"9,810"
65,JPN,Miki Kashihara,2019-10-29,"9,750"
66,SWE,Emma Karlsson,2019-10-29,"9,440"
67,GER,Eva Janssens,2019-10-29,"8,690"
68,INA,Della Destiara Haris,2019-10-29,"8,570"
69,USA,Emily Kan,2019-10-29,"8,520"
70,THA,Nattamon Laisuan,2019-10-29,"8,290"
71,INA,Febriana Dwipuji Kusuma,2019-10-29,"7,960"
72,TPE,Kuo Yu Wen,2019-10-29,"7,730"
73,JPN,Rin Iwanaga,2019-10-29,"7,710"
74,CHN,Cao Tong Wei,2019-10-29,"7,450"
75,MAS,Anna Ching Yik Cheong,2019-10-29,"7,420"
76,IND,Aparna Balan,2019-10-29,"7,280"
77,JPN,Chisato Hoshi,2019-10-29,"7,250"
78,RUS,Anastasiia Akchurina,2019-10-29,"6,910"
79,INA,Nadya Melati,2019-10-29,"6,910"
80,MAS,Tan Pearly,2019-10-29,"6,900"
81,IND,Aparna Balan,2019-10-29,"6,710"
82,CHN,Chen Ying Ying,2019-10-29,"6,600"
83,CAN,Catherine Choi,2019-10-29,"6,540"
84,DEN,Amalie Magelund,2019-10-29,"6,440"
85,JPN,Saori Ozaki,2019-10-29,"6,360"
85,CHN,Gao Zi Yao,2019-10-29,"6,360"
87,TPE,Chiang Kai Hsin,2019-10-29,"6,150"
87,CHN,Chen Long Zhu,2019-10-29,"6,150"
89,THA,Pacharapun Chochuwong,2019-10-29,"5,820"
90,CHN,Huang Jia,2019-10-29,"5,520"
91,ITA,Silvia Garino,2019-10-29,"5,450"
92,KOR,Jeong Na Eun,2019-10-29,"5,250"
93,CHN,Chen Fang Hui,2019-10-29,"5,140"
93,KOR,Jang Eun Seo,2019-10-29,"5,140"
95,GER,Annabella Jaeger,2019-10-29,"4,700"
96,INA,Nita Violina Marwah,2019-10-29,"4,680"
97,INA,Virni Putri,2019-10-29,"4,460"
98,DEN,Alexandra Bøje,2019-10-29,"4,420"
99,INA,Yulfira Barkah,2019-10-29,"4,320"
100,JPN,Natsu Saito,2019-10-29,"4,220"
1,JPN,Yuki Fukushima,2019-10-22,"90,440"
2,JPN,Mayu Matsumoto,2019-10-22,"87,980"
3,KOR,Kim So Yeong,2019-10-22,"84,720"
4,JPN,Misaki Matsutomo,2019-10-22,"84,180"
5,CHN,Chen Qing Chen,2019-10-22,"80,800"
6,INA,Greysia Polii,2019-10-22,"78,400"
7,CHN,Du Yue,2019-10-22,"67,400"
8,THA,Jongkolphan Kititharakul,2019-10-22,"66,660"
9,CHN,Li Wen Mei,2019-10-22,"61,480"
10,JPN,Nami Matsuyama,2019-10-22,"56,770"
11,CHN,Liu Xuan Xuan,2019-10-22,"55,170"
12,JPN,Ayako Sakuramoto,2019-10-22,"54,160"
13,KOR,Lee So Hee,2019-10-22,"52,090"
14,THA,Puttita Supajirakul,2019-10-22,"51,040"
15,CHN,Dong Wen Jing,2019-10-22,"50,730"
16,TPE,Hsu Ya Ching,2019-10-22,"50,320"
17,MAS,Chow Mei Kuan,2019-10-22,"47,100"
18,BUL,Gabriela Stoeva,2019-10-22,"45,380"
19,IND,Ashwini Ponnappa,2019-10-22,"43,730"
20,RUS,Ekaterina Malkova,2019-10-22,"42,050"
21,KOR,Chang Ye Na,2019-10-22,"41,790"
22,JPN,Shiho Tanaka,2019-10-22,"41,430"
23,MAS,Vivian Hoo,2019-10-22,"41,300"
24,KOR,Baek Ha Na,2019-10-22,"39,440"
25,FRA,Delphine Delrue,2019-10-22,"37,580"
26,FRA,Emilie Lefel,2019-10-22,"36,880"
27,THA,Chayanit Chaladchalam,2019-10-22,"35,500"
28,KOR,Chang Ye Na,2019-10-22,"34,550"
29,NED,Selena Piek,2019-10-22,"34,280"
30,INA,Yulfira Barkah,2019-10-22,"33,270"
31,ENG,Chloe Birch,2019-10-22,"32,930"
32,CAN,Rachel Honderich,2019-10-22,"31,590"
33,AUS,Setyana Mapasa,2019-10-22,"31,200"
34,TPE,Chang Ching Hui,2019-10-22,"30,910"
35,GER,Linda Efler,2019-10-22,"28,950"
36,INA,Ni Ketut Mahadewi Istarani,2019-10-22,"28,770"
37,INA,Della Destiara Haris,2019-10-22,"27,030"
38,HKG,Ng Wing Yung,2019-10-22,"26,980"
39,KOR,Baek Ha Na,2019-10-22,"26,650"
40,HKG,Ng Tsz Yau,2019-10-22,"25,600"
