,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team One Nationalities,Team Two Nationalities,Team 1 Name(s),Team 1 Seed,Team 2 Name(s),Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Match Winner
1109,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,MD,4,0,30,Chinesetaipei,Malaysia,"Lee Yang, Wang Chi-Lin",3,"Lee Yang, Wang Chi-Lin",0,21,14,21,16,0,0,42,30,2,0,4,0,5,3,2,0,1
1110,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,MD,6,0,70,Japan,Indonesia,"Akira Koga, Taichi Saito",0,"Akira Koga, Taichi Saito",4,21,10,13,21,21,14,55,45,2,1,2,1,5,6,1,5,1
1111,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,XD,4,0,28,Japan,India,"Kyohei Yamashita, Naru Shinoya",0,"Kyohei Yamashita, Naru Shinoya",0,21,7,21,12,0,0,42,19,2,0,2,0,8,4,1,0,1
1112,Yonex_All_England_Open,2021-03-18,England,XD,6,0,61,France,Malaysia,"Thom Gicquel, Delphine Delrue",7,"Thom Gicquel, Delphine Delrue",0,21,19,20,22,21,14,62,55,2,1,0,0,0,0,3,0,1
1113,Yonex_All_England_Open,2020-03-12,England,MD,6,0,46,Indonesia,Japan,"Mohammad Ahsan, Hendra Setiawan",2,"Mohammad Ahsan, Hendra Setiawan",0,14,21,21,15,21,14,56,50,2,1,0,0,0,0,3,2,1
1114,Yonex_All_England_Open,2021-03-17,England,WD,4,0,32,Japan,Denmark,"Mayu Matsumoto, Wakana Nagahara",2,"Mayu Matsumoto, Wakana Nagahara",0,21,6,21,18,0,0,42,24,2,0,4,0,8,4,2,0,1
1115,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,MS,4,0,37,Denmark,India,Viktor Axelsen,2,Viktor Axelsen,0,21,14,21,18,0,0,42,32,2,0,2,0,5,5,11,3,1
1116,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,WS,4,0,37,Japan,Japan,Sayaka Takahashi,8,Sayaka Takahashi,0,21,14,21,14,0,0,42,28,2,0,2,0,9,4,2,2,1
1117,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,MS,4,0,36,Denmark,India,Viktor Axelsen,2,Viktor Axelsen,0,21,12,21,8,0,0,42,20,2,0,5,0,7,3,7,1,1
1118,Yonex_All_England_Open,2020-03-11,England,XD,4,0,29,Chinesetaipei,Denmark,"Lee Jhe-Huei, Hsu Ya Ching",0,"Lee Jhe-Huei, Hsu Ya Ching",0,21,19,21,9,0,0,42,28,2,0,3,0,4,3,1,0,1
1119,Yonex_All_England_Open,2018-03-14,England,MD,4,0,36,India,Japan,"Satwiksairaj Rankireddy, Chirag Shetty",0,"Satwiksairaj Rankireddy, Chirag Shetty",0,21,19,21,18,0,0,42,37,2,0,6,0,5,4,4,1,1
1120,Yonex_All_England_Open,2019-03-06,England,XD,4,0,34,England,Germany,"Ben Lane, Jessica Pugh",0,"Ben Lane, Jessica Pugh",0,21,13,21,16,0,0,42,29,2,0,3,0,6,3,1,2,1
1121,Yonex_All_England_Open,2020-03-12,England,WS,4,0,31,Chinesetaipei,Indonesia,Tai Tzu Ying,2,Tai Tzu Ying,0,22,20,21,16,0,0,43,36,2,0,0,0,0,0,9,0,1
1122,Yonex_All_England_Open,2021-03-18,England,XD,6,0,55,Japan,Ireland,"Yuki Kaneko, Misaki Matsutomo",0,"Yuki Kaneko, Misaki Matsutomo",0,21,16,19,21,21,13,61,50,2,1,0,0,0,0,2,0,1
1123,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,WS,4,0,31,Korea,Canada,Sim Yu Jin,0,Sim Yu Jin,6,21,11,21,9,0,0,42,20,2,0,2,0,8,2,1,1,1
1124,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,MD,6,0,66,Japan,Denmark,"Takuro Hoki, Yugo Kobayashi",0,"Takuro Hoki, Yugo Kobayashi",7,14,21,21,15,21,14,56,50,2,1,4,1,4,4,7,7,1
1125,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,XD,4,0,40,Korea,England,"Ko Sung Hyun, Eom Hye Won",0,"Ko Sung Hyun, Eom Hye Won",4,21,13,21,13,0,0,42,26,2,0,3,0,4,3,4,0,1
1126,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,XD,4,0,33,Thailand,Malaysia,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",1,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",0,21,15,21,14,0,0,42,29,2,0,4,0,6,6,4,0,1
1127,Yonex_All_England_Open,2021-03-17,England,MS,4,0,30,India,Malaysia,Prannoy H. S.,0,Prannoy H. S.,0,21,10,21,10,0,0,42,20,2,0,4,0,7,4,8,4,1
1128,Yonex_All_England_Open,2020-03-12,England,WD,6,0,77,Japan,Korea,"Yuki Fukushima, Sayaka Hirota",3,"Yuki Fukushima, Sayaka Hirota",0,16,21,21,11,21,12,58,44,2,1,0,0,0,0,1,1,1
1129,Yonex_All_England_Open,2021-03-18,England,WD,4,0,28,Japan,France,"Mayu Matsumoto, Wakana Nagahara",2,"Mayu Matsumoto, Wakana Nagahara",0,21,10,21,16,0,0,42,26,2,0,0,0,0,0,3,0,1
1130,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,MD,4,0,36,Indonesia,Indonesia,"Muhammad Shohibul Fikri, Bagas Maulana",0,"Muhammad Shohibul Fikri, Bagas Maulana",0,21,18,22,20,0,0,43,38,2,0,3,0,4,3,1,2,1
1131,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,WS,6,0,66,India,Korea,Pusarla V. Sindhu,3,Pusarla V. Sindhu,0,14,21,21,19,21,14,56,54,2,1,5,1,9,7,3,0,1
1132,Yonex_All_England_Open,2019-03-06,England,WD,4,0,32,China,Hongkong,"Dong Wen Jing, Feng Xue Ying",0,"Dong Wen Jing, Feng Xue Ying",0,21,9,21,15,0,0,42,24,2,0,3,0,6,4,1,0,1
1133,Yonex_All_England_Open,2018-03-14,England,WS,4,0,38,Korea,Denmark,Kim Hyo Min,0,Kim Hyo Min,0,21,15,21,12,0,0,42,27,2,0,2,0,6,3,4,0,1
1134,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,MD,4,0,41,Korea,India,"Choi Sol Gyu, Kim Won Ho",0,"Choi Sol Gyu, Kim Won Ho",0,22,20,21,13,0,0,43,33,2,0,2,2,6,3,2,0,1
1135,Yonex_All_England_Open,2020-03-11,England,XD,4,0,19,Chinesetaipei,Egypt,"Yang Po-Hsuan, Hu Ling Fang",0,"Yang Po-Hsuan, Hu Ling Fang",0,21,5,21,13,0,0,42,18,2,0,3,0,10,3,1,0,1
1136,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,WD,4,0,35,Bulgaria,Malaysia,"Gabriela Stoeva, Stefani Stoeva",5,"Gabriela Stoeva, Stefani Stoeva",0,21,14,21,15,0,0,42,29,2,0,5,0,5,4,1,0,1
1137,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,WS,6,0,56,Japan,Indonesia,Asuka Takahashi,0,Asuka Takahashi,0,21,14,14,21,21,11,56,46,2,1,2,1,7,4,1,0,1
1138,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,WS,4,0,39,Thailand,Japan,Ratchanok Intanon,2,Ratchanok Intanon,0,21,17,21,12,0,0,42,29,2,0,2,0,5,3,2,0,1
1139,Yonex_All_England_Open,2020-03-12,England,WD,4,0,38,Korea,Indonesia,"Lee So Hee, Shin Seung Chan",4,"Lee So Hee, Shin Seung Chan",0,21,8,21,18,0,0,42,26,2,0,0,0,0,0,1,1,1
1140,Yonex_All_England_Open,2021-03-17,England,WS,4,0,37,Japan,Denmark,Aya Ohori,0,Aya Ohori,0,21,16,21,10,0,0,42,26,2,0,3,0,6,3,4,2,1
1141,Yonex_All_England_Open,2021-03-18,England,XD,4,0,35,Japan,India,"Yuki Kaneko, Misaki Matsutomo",0,"Yuki Kaneko, Misaki Matsutomo",0,21,19,21,9,0,0,42,28,2,0,0,0,0,0,2,0,1
1142,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,WS,4,0,50,Thailand,Indonesia,Lalinrat Chaiwan,0,Lalinrat Chaiwan,0,21,18,21,19,0,0,42,37,2,0,2,0,4,5,2,1,1
1143,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,WS,4,0,25,Korea,France,An Se Young,4,An Se Young,0,21,8,21,10,0,0,42,18,2,0,3,0,14,4,4,0,1
1144,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,XD,6,0,64,Denmark,Indonesia,"Mathias Christiansen, Alexandra Bøje",0,"Mathias Christiansen, Alexandra Bøje",6,14,21,21,11,21,18,56,50,2,1,3,1,9,4,1,0,1
1145,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,MD,4,0,40,Indonesia,Indonesia,"Fajar Alfian, Muhammad Rian Ardianto",4,"Fajar Alfian, Muhammad Rian Ardianto",0,21,17,22,20,0,0,43,37,2,0,4,0,4,3,1,5,1
1146,Yonex_All_England_Open,2019-03-06,England,WD,6,0,70,Korea,Japan,"Chang Ye Na, Jung Kyung Eun",0,"Chang Ye Na, Jung Kyung Eun",2,21,17,10,21,21,19,52,57,2,1,5,2,4,8,2,3,1
1147,Yonex_All_England_Open,2020-03-11,England,MS,6,0,62,Chinesetaipei,Thailand,Wang Tzu Wei,0,Wang Tzu Wei,0,21,14,15,21,21,8,57,43,2,1,3,1,12,5,4,4,1
1148,Yonex_All_England_Open,2018-03-14,England,MS,6,0,57,Korea,Denmark,Lee Dong Keun,0,Lee Dong Keun,0,13,21,21,10,21,17,55,48,2,1,3,1,7,7,2,9,1
1149,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,MS,4,0,35,Chinesetaipei,Hongkong,Chou Tien Chen,4,Chou Tien Chen,0,21,12,21,14,0,0,42,26,2,0,2,0,10,3,9,4,1
1150,Yonex_All_England_Open,2020-03-12,England,WD,6,0,83,Korea,Malaysia,"Chang Ye Na, Kim Hyerin",0,"Chang Ye Na, Kim Hyerin",0,21,23,21,17,21,14,63,54,2,1,0,0,0,0,1,0,1
1151,Yonex_All_England_Open,2021-03-18,England,MS,4,0,53,India,France,Lakshya Sen,0,Lakshya Sen,0,21,18,21,17,0,0,42,35,2,0,0,0,0,0,3,0,1
1152,Yonex_All_England_Open,2021-03-17,England,MD,4,0,33,Thailand,Netherlands,"Nipitphon Phuangphuapet, Tanupat Viriyangkura",0,"Nipitphon Phuangphuapet, Tanupat Viriyangkura",0,21,14,22,20,0,0,43,34,2,0,0,0,0,0,1,0,1
1153,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,XD,4,0,33,Thailand,Malaysia,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",1,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",0,21,10,21,11,0,0,42,21,2,0,2,0,9,6,9,3,1
1154,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,WD,4,0,37,Indonesia,Indonesia,"Greysia Polii, Apriyani Rahayu",2,"Greysia Polii, Apriyani Rahayu",0,21,10,21,15,0,0,42,25,2,0,2,0,10,4,1,0,1
1155,Siminvest_Indonesia_Open_2021_New_,2021-11-27,Indonesia,WS,4,0,50,Korea,Thailand,An Se Young,4,An Se Young,5,21,19,21,19,0,0,42,38,2,0,0,0,0,0,9,0,1
1156,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,MD,4,0,30,Japan,Indonesia,"Mahiro Kaneko, Yunosuke Kubota",0,"Mahiro Kaneko, Yunosuke Kubota",0,21,14,21,11,0,0,42,25,2,0,2,0,7,2,1,0,1
1157,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,MD,6,0,58,Korea,Japan,"Kang Min Hyuk, Seo Seung Jae",0,"Kang Min Hyuk, Seo Seung Jae",0,9,21,21,14,21,16,51,51,2,1,4,2,4,8,2,0,1
1158,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,MS,4,0,64,Denmark,Japan,Rasmus Gemke,0,Rasmus Gemke,0,21,18,21,17,0,0,42,35,2,0,2,0,5,5,5,4,1
1159,Yonex_All_England_Open,2021-03-18,England,MD,4,0,38,England,England,"Marcus Ellis, Chris Langridge",8,"Marcus Ellis, Chris Langridge",0,21,9,21,13,0,0,42,22,2,0,0,0,0,0,1,0,1
1160,Yonex_All_England_Open,2020-03-12,England,WD,6,0,70,Japan,Japan,"Mayu Matsumoto, Wakana Nagahara",2,"Mayu Matsumoto, Wakana Nagahara",0,17,21,21,18,21,17,59,56,2,1,0,0,0,0,4,4,1
1161,Siminvest_Indonesia_Open_2021_New_,2021-11-27,Indonesia,XD,6,0,80,Thailand,Korea,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",1,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",0,21,17,18,21,21,14,60,52,2,1,4,3,4,5,4,0,1
1162,Yonex_All_England_Open,2019-03-06,England,MS,4,0,30,India,France,Kidambi Srikanth,7,Kidambi Srikanth,0,21,13,21,11,0,0,42,24,2,0,2,0,7,3,5,1,1
1163,Yonex_All_England_Open,2020-03-11,England,XD,4,0,33,China,Russia,"Wang Yi Lyu, Huang Dong Ping",2,"Wang Yi Lyu, Huang Dong Ping",0,21,15,21,18,0,0,42,33,2,0,2,0,6,5,2,0,1
1164,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,XD,4,0,33,Japan,Hongkong,"Yuta Watanabe, Arisa Higashino",3,"Yuta Watanabe, Arisa Higashino",0,21,17,21,12,0,0,42,29,2,0,2,0,6,4,2,0,1
1165,Yonex_All_England_Open,2021-03-17,England,XD,4,0,33,Denmark,India,"Rasmus Espersen, Christine Busch",0,"Rasmus Espersen, Christine Busch",0,21,15,21,17,0,0,42,32,2,0,0,0,0,0,1,0,1
1166,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,WD,4,0,54,Bulgaria,India,"Gabriela Stoeva, Stefani Stoeva",5,"Gabriela Stoeva, Stefani Stoeva",0,29,27,21,18,0,0,50,45,2,0,6,5,6,4,3,1,1
1167,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,XD,6,0,63,Malaysia,Japan,"Chen Tang Jie, Peck Yen Wei",0,"Chen Tang Jie, Peck Yen Wei",0,19,21,21,18,21,15,61,54,2,1,2,2,6,5,1,1,1
1168,Siminvest_Indonesia_Open_2021_New_,2021-11-27,Indonesia,WS,6,0,54,Thailand,India,Ratchanok Intanon,2,Ratchanok Intanon,3,15,21,21,9,21,14,57,44,2,1,3,1,6,4,9,4,1
1169,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,MD,4,0,43,India,Malaysia,"Satwiksairaj Rankireddy, Chirag Shetty",6,"Satwiksairaj Rankireddy, Chirag Shetty",0,21,19,21,19,0,0,42,38,2,0,2,0,6,4,6,2,1
1170,Yonex_All_England_Open,2021-03-18,England,MS,4,0,38,Netherlands,Ireland,Mark Caljouw,0,Mark Caljouw,0,21,18,21,7,0,0,42,25,2,0,0,0,0,0,5,1,1
1171,Yonex_All_England_Open,2020-03-12,England,MD,4,0,27,Japan,Chinesetaipei,"Hiroyuki Endo, Yuta Watanabe",6,"Hiroyuki Endo, Yuta Watanabe",0,21,11,21,12,0,0,42,23,2,0,0,0,0,0,2,0,1
1172,Siminvest_Indonesia_Open_2021_New_,2021-11-27,Indonesia,XD,4,0,39,Japan,Denmark,"Yuta Watanabe, Arisa Higashino",3,"Yuta Watanabe, Arisa Higashino",0,21,16,21,12,0,0,42,28,2,0,3,0,7,4,8,3,1
1173,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,WS,6,0,60,Thailand,Indonesia,Pornpawee Chochuwong,5,Pornpawee Chochuwong,0,11,21,21,9,22,20,54,50,2,1,4,2,7,6,3,4,1
1174,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,WD,4,0,43,Japan,Indonesia,"Nami Matsuyama, Chiharu Shida",4,"Nami Matsuyama, Chiharu Shida",0,21,17,21,13,0,0,42,30,2,0,2,0,8,4,2,0,1
1175,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,MS,4,0,44,Japan,France,Kenta Nishimoto,0,Kenta Nishimoto,0,21,13,21,13,0,0,42,26,2,0,2,0,6,4,2,0,1
1176,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,MS,4,0,35,Indonesia,Malaysia,Jonatan Christie,6,Jonatan Christie,0,21,14,21,15,0,0,42,29,2,0,2,0,5,4,4,1,1
1177,Yonex_All_England_Open,2019-03-06,England,WD,4,0,41,Indonesia,England,"Greysia Polii, Apriyani Rahayu",4,"Greysia Polii, Apriyani Rahayu",0,21,19,21,15,0,0,42,34,2,0,2,0,5,4,6,0,1
1178,Siminvest_Indonesia_Open_2021_New_,2021-11-27,Indonesia,WD,4,0,58,Indonesia,Thailand,"Greysia Polii, Apriyani Rahayu",2,"Greysia Polii, Apriyani Rahayu",3,21,18,21,14,0,0,42,32,2,0,2,0,4,3,8,1,1
1179,Yonex_All_England_Open,2021-03-17,England,MS,4,0,36,Denmark,Israel,Hans-Kristian Solberg Vittinghus,0,Hans-Kristian Solberg Vittinghus,0,21,16,21,19,0,0,42,35,2,0,0,0,0,0,5,0,1
1180,Yonex_All_England_Open,2020-03-11,England,WS,4,0,46,Korea,Thailand,Sung Jihyun,0,Sung Jihyun,0,23,21,21,10,0,0,44,31,2,0,2,2,12,3,11,3,1
1181,Yonex_All_England_Open,2021-03-18,England,MS,6,0,77,Japan,Denmark,Kanta Tsuneyama,0,Kanta Tsuneyama,7,21,15,18,21,21,14,60,50,2,1,0,0,0,0,2,0,1
1182,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,XD,6,0,72,Korea,Malaysia,"Ko Sung Hyun, Eom Hye Won",0,"Ko Sung Hyun, Eom Hye Won",5,15,21,21,16,21,18,57,55,2,1,2,2,6,4,2,1,1
1183,Yonex_All_England_Open,2020-03-12,England,WD,4,0,41,China,Malaysia,"Du Yue, Li Yin Hui",6,"Du Yue, Li Yin Hui",0,21,10,21,16,0,0,42,26,2,0,0,0,0,0,2,0,1
1184,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,MS,2,1,23,Denmark,Indonesia,Rasmus Gemke,0,Rasmus Gemke,0,21,12,0,0,0,0,21,12,1,0,1,0,7,3,2,1,1
1185,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,WS,4,0,24,Japan,Ukraine,Akane Yamaguchi,1,Akane Yamaguchi,0,21,13,21,10,0,0,42,23,2,0,5,0,9,4,1,1,1
1186,Siminvest_Indonesia_Open_2021_New_,2021-11-27,Indonesia,WD,4,0,58,Japan,Korea,"Nami Matsuyama, Chiharu Shida",4,"Nami Matsuyama, Chiharu Shida",0,21,19,21,18,0,0,42,37,2,0,7,0,4,4,3,1,1
1187,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,XD,2,1,0,Indonesia,Japan,"Praveen Jordan, Melati Daeva Oktavianti",2,"Praveen Jordan, Melati Daeva Oktavianti",0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
1188,Siminvest_Indonesia_Open_2021_New_,2021-11-28,Indonesia,WS,4,0,46,Korea,Thailand,An Se Young,4,An Se Young,2,21,17,22,20,0,0,43,37,2,0,12,0,6,7,6,1,1
1189,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,WD,6,0,100,Korea,Korea,"Baek Ha Na, Lee Yu Lim",0,"Baek Ha Na, Lee Yu Lim",1,18,21,21,19,21,15,60,55,2,1,4,1,8,9,3,1,1
1190,Siminvest_Indonesia_Open_2021_New_,2021-11-27,Indonesia,MD,4,0,44,Indonesia,India,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",6,21,16,21,18,0,0,42,34,2,0,6,0,7,3,13,0,1
1191,Yonex_All_England_Open,2021-03-18,England,MS,6,0,52,Denmark,India,Viktor Axelsen,2,Viktor Axelsen,0,15,21,21,12,21,12,57,45,2,1,0,0,0,0,7,1,1
1192,Siminvest_Indonesia_Open_2021_New_,2021-11-28,Indonesia,WD,4,0,65,Japan,Indonesia,"Nami Matsuyama, Chiharu Shida",4,"Nami Matsuyama, Chiharu Shida",2,21,19,21,19,0,0,42,38,2,0,4,0,7,6,2,2,1
1193,Yonex_All_England_Open,2019-03-06,England,WD,6,0,69,Thailand,China,"Puttita Supajirakul, Sapsiree Taerattanachai",0,"Puttita Supajirakul, Sapsiree Taerattanachai",0,17,21,21,17,21,18,59,56,2,1,2,2,4,4,1,0,1
1194,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,XD,4,0,33,Malaysia,Indonesia,"Chan Peng Soon, Goh Liu Ying",5,"Chan Peng Soon, Goh Liu Ying",0,21,12,21,17,0,0,42,29,2,0,4,0,6,3,1,0,1
1195,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,MD,6,0,60,Indonesia,Korea,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",0,12,21,21,19,21,18,54,58,2,1,6,1,4,5,3,0,1
1196,Yonex_All_England_Open,2021-03-17,England,WS,4,0,29,Thailand,Israel,Pornpawee Chochuwong,6,Pornpawee Chochuwong,0,21,10,21,9,0,0,42,19,2,0,0,0,0,0,1,0,1
1197,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,MS,4,0,40,Chinesetaipei,Indonesia,Wang Tzu Wei,0,Wang Tzu Wei,0,21,17,21,17,0,0,42,34,2,0,3,0,8,5,2,0,1
1198,Siminvest_Indonesia_Open_2021_New_,2021-11-27,Indonesia,MS,4,0,54,Denmark,Indonesia,Viktor Axelsen,2,Viktor Axelsen,6,21,19,21,15,0,0,42,34,2,0,2,0,5,5,10,2,1
1199,Siminvest_Indonesia_Open_2021_New_,2021-11-28,Indonesia,XD,4,0,41,Thailand,Japan,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",1,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",3,21,12,21,13,0,0,42,25,2,0,3,0,6,4,5,10,1
1200,Yonex_All_England_Open,2020-03-11,England,XD,4,0,29,Malaysia,Canada,"Tan Kian Meng, Lai Pei Jing",0,"Tan Kian Meng, Lai Pei Jing",0,21,16,21,11,0,0,42,27,2,0,4,0,6,3,1,0,1
1201,Siminvest_Indonesia_Open_2021_New_,2021-11-27,Indonesia,MD,4,0,48,Japan,Japan,"Takuro Hoki, Yugo Kobayashi",0,"Takuro Hoki, Yugo Kobayashi",0,22,20,21,14,0,0,43,34,2,0,3,1,4,3,4,2,1
1202,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,XD,6,0,52,Germany,Thailand,"Mark Lamsfuss, Isabel Lohau",0,"Mark Lamsfuss, Isabel Lohau",0,23,21,15,21,21,15,59,57,2,1,4,2,4,5,2,2,1
1203,Yonex_All_England_Open,2021-03-18,England,MS,4,0,35,Malaysia,Denmark,Lee Zii Jia,6,Lee Zii Jia,0,21,12,21,13,0,0,42,25,2,0,0,0,0,0,3,0,1
1204,Siminvest_Indonesia_Open_2021_New_,2021-11-28,Indonesia,MD,4,0,38,Indonesia,Japan,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",0,21,14,21,18,0,0,42,32,2,0,2,0,4,4,11,4,1
1205,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,MS,6,0,82,Denmark,Chinesetaipei,Anders Antonsen,3,Anders Antonsen,0,18,21,21,13,21,14,60,48,2,1,3,1,7,4,3,3,1
1206,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,XD,6,0,57,Hongkong,Indonesia,"Chang Tak Ching, Ng Wing Yung",0,"Chang Tak Ching, Ng Wing Yung",0,22,20,16,21,21,16,59,57,2,1,3,1,3,5,1,2,1
1207,Yonex_All_England_Open,2022-03-16,England,WD,6,0,88,China,Japan,"Zhang Shu Xian, Zheng Yu",0,"Zhang Shu Xian, Zheng Yu",4,21,19,11,21,21,11,53,51,2,1,2,1,7,7,3,1,1
1208,Yonex_All_England_Open,2021-03-17,England,MS,4,0,28,Malaysia,Canada,Lee Zii Jia,6,Lee Zii Jia,0,21,13,21,10,0,0,42,23,2,0,0,0,0,0,5,1,1
1209,Yonex_All_England_Open,2019-03-06,England,MS,2,1,42,Japan,Korea,Kenta Nishimoto,0,Kenta Nishimoto,5,23,21,0,0,0,0,23,21,1,0,3,0,6,4,3,6,1
1210,Siminvest_Indonesia_Open_2021_New_,2021-11-27,Indonesia,MS,4,0,42,Singapore,Denmark,Loh Kean Yew,0,Loh Kean Yew,0,21,14,21,7,0,0,42,21,2,0,2,0,5,3,2,0,1
1211,Siminvest_Indonesia_Open_2021_New_,2021-11-28,Indonesia,MS,6,0,59,Denmark,Singapore,Viktor Axelsen,2,Viktor Axelsen,0,21,13,9,21,21,13,51,47,2,1,5,1,8,4,9,2,1
1212,Yonex_All_England_Open,2020-03-11,England,MS,6,0,66,Japan,Korea,Kanta Tsuneyama,0,Kanta Tsuneyama,0,21,17,16,21,21,15,58,53,2,1,2,3,9,5,2,0,1
1213,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,XD,4,0,39,Indonesia,Newzealand,"Hafiz Faizal, Gloria Emanuelle Widjaja",6,"Hafiz Faizal, Gloria Emanuelle Widjaja",0,21,17,21,16,0,0,42,33,2,0,5,0,5,5,1,0,1
1214,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,MS,4,0,35,Indonesia,Indonesia,Jonatan Christie,6,Jonatan Christie,0,21,11,21,12,0,0,42,23,2,0,5,0,8,3,4,0,1
1215,Yonex_All_England_Open,2021-03-18,England,WD,4,0,33,India,Bulgaria,"Ashwini Ponnappa, Reddy Sikki",0,"Ashwini Ponnappa, Reddy Sikki",6,21,17,21,10,0,0,42,27,2,0,0,0,0,0,1,3,1
1216,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,XD,4,0,42,Malaysia,Malaysia,"Tan Kian Meng, Lai Pei Jing",0,"Tan Kian Meng, Lai Pei Jing",0,22,20,21,17,0,0,43,37,2,0,3,2,8,3,3,6,1
1217,Yonex_All_England_Open,2022-03-16,England,MD,6,0,52,Indonesia,India,"Mohammad Ahsan, Hendra Setiawan",2,"Mohammad Ahsan, Hendra Setiawan",0,15,21,21,12,21,18,57,51,2,1,3,1,7,9,5,0,1
1218,Yonex_All_England_Open,2022-03-17,England,MD,6,0,55,Indonesia,Malaysia,"Muhammad Shohibul Fikri, Bagas Maulana",0,"Muhammad Shohibul Fikri, Bagas Maulana",8,24,22,13,21,21,17,58,60,2,1,3,4,5,5,2,1,1
1219,Yonex_All_England_Open,2022-03-18,England,WS,4,0,35,Chinesetaipei,Japan,Tai Tzu Ying,1,Tai Tzu Ying,5,21,10,21,11,0,0,42,21,2,0,3,0,7,3,9,6,1
